case_key,center_id,H,K,budget_tier,token,arch_idx,step,support_mse,validation_wmse,check_wmse,check_mae,check_worst10,cumulative_adaptation_seconds
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A6,6,0,0.0003617775219026953,0.0029322090558707714,0.0023455233313143253,0.039111796766519547,0.010840559378266335,0.0
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A6,6,1,0.0003483162436168641,0.002879947889596224,0.0022953953593969345,0.038623545318841934,0.010682095773518085,0.0018631000000368658
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A6,6,5,0.0003125101502519101,0.0027188770473003387,0.0021408293396234512,0.03709219768643379,0.010175921954214573,0.008317700000077366
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A6,6,10,0.0002915184886660427,0.0025922160129994154,0.002019158098846674,0.03584301844239235,0.009755199775099754,0.016358500000080767
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A6,6,20,0.0002785581455100328,0.0024679871276021004,0.001899512019008398,0.034590598195791245,0.00931719783693552,0.031235800000104064
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A6,6,50,0.00027391649200581014,0.002394112991169095,0.001826958847232163,0.033808983862400055,0.009037799201905727,0.07502470000008543
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A13,13,0,0.002708757296204567,0.008161534555256367,0.006811546161770821,0.07216554135084152,0.022137662395834923,0.0
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A13,13,1,0.002593583194538951,0.007977357134222984,0.006640806328505278,0.07104131579399109,0.021780751645565033,0.002163699999982782
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A13,13,5,0.0021688579581677914,0.0072886748239398,0.006001804023981094,0.06673041731119156,0.020417969673871994,0.009265799999980118
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A13,13,10,0.0017768690595403314,0.006628105882555246,0.005391429178416729,0.062457550317049026,0.01906682178378105,0.018775799999900755
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A13,13,20,0.0012236462207511067,0.005637380760163069,0.004480523988604546,0.05582553520798683,0.016931133344769478,0.03726190000003271
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A13,13,50,0.0005408856086432934,0.004208301194012165,0.003180502913892269,0.04560055583715439,0.013483190909028053,0.09333710000009887
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A55,55,0,0.0017308186506852508,0.002560356864705682,0.0022613853216171265,0.038952384144067764,0.008812850341200829,0.0
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A55,55,1,0.0016234616050496697,0.002548838499933481,0.002246393822133541,0.0388287715613842,0.008804780431091785,0.026861599999961072
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A55,55,5,0.0013009904650971293,0.0025536606553941965,0.0022382063325494528,0.038647137582302094,0.008981538005173206,0.13938459999997121
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A55,55,10,0.001062363968230784,0.002622894011437893,0.0022935192100703716,0.039045415818691254,0.009382132440805435,0.2779421000000184
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A55,55,20,0.0008547148900106549,0.0028053470887243748,0.002455859212204814,0.040161747485399246,0.01020356547087431,0.5251933000000122
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A55,55,50,0.000754235778003931,0.0030917206313461065,0.0027193601708859205,0.04206644743680954,0.011346157640218735,1.2683608000000959
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A56,56,0,0.001644491101615131,0.0020781445782631636,0.001902149524539709,0.035827767103910446,0.007264637853950262,0.0
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A56,56,1,0.001463283901102841,0.002021067775785923,0.0018249093554913998,0.03502994775772095,0.0070006344467401505,0.027784100000019407
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A56,56,5,0.0009704658878035843,0.0019299346022307873,0.0016668372554704547,0.03325268626213074,0.006549174431711435,0.13701660000009497
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A56,56,10,0.0006683682440780103,0.001971290912479162,0.00164878461509943,0.03272215649485588,0.006769167259335518,0.26808700000020735
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A56,56,20,0.0004713428788818419,0.0021517747081816196,0.0017613822128623724,0.03351692855358124,0.0076716747134923935,0.5164509000001658
c1089_h1_k20_bmedium,1089,1,20,medium,STRONG_A56,56,50,0.00041791787953116,0.0023830293212085962,0.0019385394407436252,0.03510405123233795,0.008697645738720894,1.2525309999999763
c1089_h4_k10_bmedium,1089,4,10,medium,PT_A57,57,0,0.0016356203705072403,0.002907463116571307,0.002284596674144268,0.039269447326660156,0.008398436941206455,0.0
c1089_h4_k10_bmedium,1089,4,10,medium,PT_A57,57,1,0.001551245804876089,0.002881560940295458,0.002254773862659931,0.03896954655647278,0.008286303840577602,0.02776720000002797
c1089_h4_k10_bmedium,1089,4,10,medium,PT_A57,57,5,0.0012631043791770935,0.002808172721415758,0.0021665876265615225,0.03802242875099182,0.007951551117002964,0.12100789999999506
c1089_h4_k10_bmedium,1089,4,10,medium,PT_A57,57,10,0.0009928559884428978,0.0027682341169565916,0.0021100665908306837,0.03728880360722542,0.00771213136613369,0.24337230000003274
c1089_h4_k10_bmedium,1089,4,10,medium,PT_A57,57,20,0.0006541113252751529,0.002788586774840951,0.0021030388306826353,0.03676342964172363,0.007753799669444561,0.48698670000010225
c1089_h4_k10_bmedium,1089,4,10,medium,PT_A57,57,50,0.00032912936876527965,0.003041817108169198,0.002308054594323039,0.03790635988116264,0.008980972692370415,1.2501056000000403
c1089_h4_k10_bmedium,1089,4,10,medium,C1_A57,57,0,0.003616491798311472,0.008188130334019661,0.007407680619508028,0.07125647366046906,0.026909377425909042,0.0
c1089_h4_k10_bmedium,1089,4,10,medium,C1_A57,57,1,0.003203877480700612,0.00769404461607337,0.006915493868291378,0.06841843575239182,0.025682590901851654,0.027510700000050292
c1089_h4_k10_bmedium,1089,4,10,medium,C1_A57,57,5,0.00206792913377285,0.00628734240308404,0.00550956092774868,0.05997874215245247,0.021838242188096046,0.12915710000009994
c1089_h4_k10_bmedium,1089,4,10,medium,C1_A57,57,10,0.0013584233820438385,0.005337579641491175,0.004553478676825762,0.05391072854399681,0.018720470368862152,0.2524851000000581
c1089_h4_k10_bmedium,1089,4,10,medium,C1_A57,57,20,0.0008862732211127877,0.004593150690197945,0.0037940191105008125,0.049001146107912064,0.015672242268919945,0.5017248999998856
c1089_h4_k10_bmedium,1089,4,10,medium,C1_A57,57,50,0.0007544294930994511,0.0042636096477508545,0.0034473317209631205,0.04677947238087654,0.013932514004409313,1.2665136999999618
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A1,1,0,0.0004992008325643837,0.008157390169799328,0.0058199502527713776,0.06260284036397934,0.019885865971446037,0.0
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A1,1,1,0.0004956349730491638,0.00814538449048996,0.005809464026242495,0.06253980100154877,0.01985955610871315,0.0017653999999538428
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A1,1,5,0.00048172296374104917,0.00809813104569912,0.005768212955445051,0.06229078397154808,0.01975579559803009,0.007654099999967912
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A1,1,10,0.00046509929234161973,0.008040759712457657,0.005718177650123835,0.06198999285697937,0.01962936669588089,0.015679699999964214
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A1,1,20,0.00043425048352219164,0.007931415922939777,0.00562296574935317,0.061419159173965454,0.01938698999583721,0.029414799999983643
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A1,1,50,0.0003582648641895503,0.007642232812941074,0.005372165236622095,0.059886809438467026,0.01873648539185524,0.07215159999998377
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A6,6,0,0.003394127357751131,0.008320984430611134,0.007073544431477785,0.07573249936103821,0.020585965365171432,0.0
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A6,6,1,0.003252587513998151,0.008104212582111359,0.006871676072478294,0.07441730797290802,0.020200951024889946,0.002372899999954825
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A6,6,5,0.0027374362107366323,0.007306251209229231,0.006129446905106306,0.06937950104475021,0.018756046891212463,0.008844899999928657
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A6,6,10,0.002197959227487445,0.006451738532632589,0.0053363824263215065,0.0636531412601471,0.017158465459942818,0.016604999999970005
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A6,6,20,0.0014053574996069074,0.005142619833350182,0.004126203712075949,0.05431431904435158,0.014587835408747196,0.03101279999992812
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A6,6,50,0.00039429598837159574,0.003232555463910103,0.002380389953032136,0.0389292873442173,0.010204808786511421,0.075487499999781
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A13,13,0,0.0004992011818103492,0.008157391101121902,0.0058199516497552395,0.06260284036397934,0.019885865971446037,0.0
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A13,13,1,0.0004956352640874684,0.008145385421812534,0.005809464491903782,0.06253980100154877,0.0198595579713583,0.0024093999999763582
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A13,13,5,0.00048172325477935374,0.008098131977021694,0.005768214352428913,0.06229079142212868,0.01975579746067524,0.011113699999953042
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A13,13,10,0.0004650995251722634,0.008040760643780231,0.005718178115785122,0.061990004032850266,0.01962936855852604,0.02035649999999123
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A13,13,20,0.00043425048352219164,0.007931415922939777,0.00562296574935317,0.061419159173965454,0.01938698999583721,0.0385087000000226
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A13,13,50,0.0003582648641895503,0.007642232812941074,0.005372165236622095,0.059886809438467026,0.01873648539185524,0.09486900000001697
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A55,55,0,0.0002627448702696711,0.003520529717206955,0.002583990804851055,0.039262931793928146,0.012430225498974323,0.0
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A55,55,1,0.00025615000049583614,0.0035006231628358364,0.002565159695222974,0.03909618780016899,0.01236858032643795,0.02879960000001347
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A55,55,5,0.0002344453678233549,0.0034309581387788057,0.0024993414990603924,0.03851385414600372,0.01214868575334549,0.13385030000000597
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A55,55,10,0.00021542278409469873,0.003362358780577779,0.0024346690624952316,0.03793909028172493,0.0119249876588583,0.2713173000000211
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A55,55,20,0.00019396496645640582,0.0032684416510164738,0.0023463547695428133,0.03714834898710251,0.011604508385062218,0.5177413000000683
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A55,55,50,0.00017737169400788844,0.0031541190110147,0.0022389525547623634,0.03617401793599129,0.011183047667145729,1.2968122000002609
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A56,56,0,0.0005311644054017961,0.003616653848439455,0.0028642332181334496,0.04185263440012932,0.011784330010414124,0.0
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A56,56,1,0.0005163356545381248,0.0036333808675408363,0.002879074076190591,0.04195195063948631,0.011863869614899158,0.023410800000021936
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A56,56,5,0.0004640919796656817,0.003699210472404957,0.002937793033197522,0.04235263168811798,0.012182815931737423,0.1232014999999933
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A56,56,10,0.0004121957463212311,0.0037781873252242804,0.003008787054568529,0.04285004734992981,0.012546195648610592,0.2511718000000087
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A56,56,20,0.00034082159982062876,0.003921662922948599,0.00313890865072608,0.04377608373761177,0.013157704845070839,0.5076367999999434
c1089_h4_k10_bmedium,1089,4,10,medium,STRONG_A56,56,50,0.00025523011572659016,0.004225743003189564,0.0034177773632109165,0.045800596475601196,0.014312051236629486,1.2659973000002083
c1089_h4_k20_bmedium,1089,4,20,medium,PT_A57,57,0,0.00117653445340693,0.0029058551881462336,0.00229246960952878,0.03937262296676636,0.008398436941206455,0.0
c1089_h4_k20_bmedium,1089,4,20,medium,PT_A57,57,1,0.001134577440097928,0.0028868597000837326,0.002270385855808854,0.039145275950431824,0.008319240063428879,0.02769410000001926
c1089_h4_k20_bmedium,1089,4,20,medium,PT_A57,57,5,0.0009909967193379998,0.0028278171084821224,0.0021997508592903614,0.038381464779376984,0.0080668143928051,0.137615799999935
c1089_h4_k20_bmedium,1089,4,20,medium,PT_A57,57,10,0.0008558087283745408,0.0027836733497679234,0.0021427220199257135,0.03772053122520447,0.007848069071769714,0.25820199999975557
c1089_h4_k20_bmedium,1089,4,20,medium,PT_A57,57,20,0.0006852747173979878,0.002755895024165511,0.002093892078846693,0.03696741163730621,0.0076722451485693455,0.5117352999997706
c1089_h4_k20_bmedium,1089,4,20,medium,PT_A57,57,50,0.0005185669870115817,0.002821246860548854,0.0021228317636996508,0.03668460249900818,0.007944335229694843,1.2627367999996295
c1089_h4_k20_bmedium,1089,4,20,medium,C1_A57,57,0,0.00652532372623682,0.008026763796806335,0.00727776437997818,0.07049541175365448,0.02664867788553238,0.0
c1089_h4_k20_bmedium,1089,4,20,medium,C1_A57,57,1,0.0057932729832828045,0.007381252478808165,0.0066354116424918175,0.0667448565363884,0.025020724162459373,0.028036299999996572
c1089_h4_k20_bmedium,1089,4,20,medium,C1_A57,57,5,0.0037991125136613846,0.005658395122736692,0.0049134306609630585,0.05616973340511322,0.020037593320012093,0.1384003999999095
c1089_h4_k20_bmedium,1089,4,20,medium,C1_A57,57,10,0.002580215921625495,0.004659109748899937,0.0039031002670526505,0.04966086149215698,0.01625658944249153,0.2766466999999011
c1089_h4_k20_bmedium,1089,4,20,medium,C1_A57,57,20,0.0017973285866901278,0.004100983031094074,0.0033201572950929403,0.04591730237007141,0.013317497447133064,0.5361141000000771
c1089_h4_k20_bmedium,1089,4,20,medium,C1_A57,57,50,0.0015950215747579932,0.004049564246088266,0.0032440046779811382,0.04557039216160774,0.012686443515121937,1.2883487999999943
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A1,1,0,0.0013243058929219842,0.00816021766513586,0.005780797451734543,0.06217740848660469,0.019885865971446037,0.0
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A1,1,1,0.0013158473884686828,0.008141845464706421,0.00576489744707942,0.06208166107535362,0.019845591858029366,0.002376599999990958
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A1,1,5,0.001282849465496838,0.008069687522947788,0.005702505819499493,0.06170467659831047,0.01968691311776638,0.009268900000051872
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A1,1,10,0.0012434193631634116,0.007982400245964527,0.005627152509987354,0.061252981424331665,0.019493887200951576,0.017898600000080478
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A1,1,20,0.0011702477931976318,0.007817037403583527,0.005484779365360737,0.06039166450500488,0.019124826416373253,0.03532320000005029
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A1,1,50,0.000990013126283884,0.0073864031583070755,0.005116586107760668,0.058110371232032776,0.01814093254506588,0.08371760000011363
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A6,6,0,0.0025137399788945913,0.008267379365861416,0.006995584350079298,0.075248122215271,0.020566590130329132,0.0
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A6,6,1,0.002401370322331786,0.008073405362665653,0.006815792061388493,0.07406818866729736,0.020218973979353905,0.002025100000025759
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A6,6,5,0.0020017565693706274,0.007364882156252861,0.006159740965813398,0.06960169225931168,0.018928831443190575,0.008486100000084207
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A6,6,10,0.0016008903039619327,0.006615884602069855,0.005467519164085388,0.06462134420871735,0.017529260367155075,0.01649150000002919
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A6,6,20,0.0010522393276914954,0.005487218499183655,0.004427678883075714,0.05669218674302101,0.015327895060181618,0.030610100000046714
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A6,6,50,0.00045813023461960256,0.0038615388330072165,0.002940965350717306,0.04408954828977585,0.011809186078608036,0.07756580000000213
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A13,13,0,0.0013243062421679497,0.00816021766513586,0.0057807983830571175,0.06217741593718529,0.019885865971446037,0.0
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A13,13,1,0.00131584785412997,0.008141846396028996,0.005764898378401995,0.06208166852593422,0.019845591858029366,0.002246000000013737
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A13,13,5,0.0012828499311581254,0.008069689385592937,0.00570250628516078,0.061704687774181366,0.01968691684305668,0.010070500000040283
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A13,13,10,0.001243419828824699,0.007982402108609676,0.005627152975648642,0.061252981424331665,0.019493887200951576,0.022393899999997302
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A13,13,20,0.0011702481424435973,0.007817039266228676,0.005484779365360737,0.06039167195558548,0.019124826416373253,0.04506639999988238
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A13,13,50,0.0009900134755298495,0.007386404555290937,0.005116587039083242,0.05811037868261337,0.01814093440771103,0.10754799999978104
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A55,55,0,0.0004468144034035504,0.0035059605725109577,0.0025692605413496494,0.03902672603726387,0.012430225498974323,0.0
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A55,55,1,0.00043165762326680124,0.0034717025700956583,0.0025376835837960243,0.03875068575143814,0.012318280525505543,0.02467970000003561
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A55,55,5,0.00038218992995098233,0.003353291656821966,0.0024289581924676895,0.03779952600598335,0.011920387856662273,0.1323917999999935
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A55,55,10,0.00033950668876059353,0.0032391115091741085,0.0023248407524079084,0.03689277917146683,0.011517895385622978,0.25691000000000486
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A55,55,20,0.00029254783294163644,0.003087159711867571,0.0021876972168684006,0.03567930683493614,0.010945259593427181,0.5148577999999588
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A55,55,50,0.0002580389555078,0.0029093758203089237,0.0020301961340010166,0.03429768979549408,0.010201714001595974,1.2481147000000306
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A56,56,0,0.0008423574618063867,0.0035977286752313375,0.002819149987772107,0.04140952229499817,0.011751377023756504,0.0
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A56,56,1,0.0008391916053369641,0.003599425544962287,0.0028204666450619698,0.04142037779092789,0.011765612289309502,0.023852099999999155
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A56,56,5,0.0008277568849734962,0.003606249811127782,0.0028258683159947395,0.04146347939968109,0.011819290928542614,0.12635320000003958
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A56,56,10,0.0008158269338309765,0.003614693647250533,0.0028327370528131723,0.04151930660009384,0.011880537495017052,0.25611600000002
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A56,56,20,0.0007978599751368165,0.0036305806133896112,0.002846056828275323,0.04163045063614845,0.011985517106950283,0.5097754000000805
c1089_h4_k20_bmedium,1089,4,20,medium,STRONG_A56,56,50,0.000768906669691205,0.0036654844880104065,0.0028765415772795677,0.04188591241836548,0.01218457706272602,1.2414629999998965
c1090_h1_k10_btight,1090,1,10,tight,PT_A57,57,0,0.0007270528585650027,0.0018522765021771193,0.0018924230244010687,0.036387212574481964,0.006898576393723488,0.0
c1090_h1_k10_btight,1090,1,10,tight,PT_A57,57,1,0.0007075864123180509,0.0018050213111564517,0.0018439044943079352,0.03587115556001663,0.006764329969882965,0.0251728000000071
c1090_h1_k10_btight,1090,1,10,tight,PT_A57,57,5,0.0006536530563607812,0.001658606226556003,0.001693459809757769,0.03423286974430084,0.006339044775813818,0.12951680000003307
c1090_h1_k10_btight,1090,1,10,tight,PT_A57,57,10,0.0006179461488500237,0.0015408508479595184,0.0015723713440820575,0.032873667776584625,0.005985221825540066,0.25743620000008605
c1090_h1_k10_btight,1090,1,10,tight,PT_A57,57,20,0.0005862960824742913,0.0014161544386297464,0.0014442777028307319,0.03139080852270126,0.005596586968749762,0.4904940000000124
c1090_h1_k10_btight,1090,1,10,tight,PT_A57,57,50,0.0005439693341031671,0.001299578114412725,0.001326137688010931,0.02998163551092148,0.005222879815846682,1.209931900000015
c1090_h1_k10_btight,1090,1,10,tight,C1_A57,57,0,0.008336035534739494,0.0068259150721132755,0.00688512297347188,0.07433925569057465,0.01961858756840229,0.0
c1090_h1_k10_btight,1090,1,10,tight,C1_A57,57,1,0.004551677964627743,0.003911287989467382,0.003921401221305132,0.05360948294401169,0.013482979498803616,0.025102299999957722
c1090_h1_k10_btight,1090,1,10,tight,C1_A57,57,5,0.000824210059363395,0.00153715955093503,0.0014717546291649342,0.031012607738375664,0.006277703680098057,0.13693879999993896
c1090_h1_k10_btight,1090,1,10,tight,C1_A57,57,10,0.0005497659440152347,0.0015941744204610586,0.0015105559723451734,0.030787736177444458,0.006636881269514561,0.2530658999998536
c1090_h1_k10_btight,1090,1,10,tight,C1_A57,57,20,0.0005346800317056477,0.0016548808198422194,0.0015672167064622045,0.031234195455908775,0.006935485173016787,0.4911824999999226
c1090_h1_k10_btight,1090,1,10,tight,C1_A57,57,50,0.0005205386551097035,0.0016586028505116701,0.001570339547470212,0.031257957220077515,0.006950641982257366,1.2225462999999195
c1090_h1_k10_btight,1090,1,10,tight,STRONG_A55,55,0,0.0005783750675618649,0.0018911520019173622,0.001886958722025156,0.03692011162638664,0.0066588628105819225,0.0
c1090_h1_k10_btight,1090,1,10,tight,STRONG_A55,55,1,0.0005397265776991844,0.0018095817649737,0.0018083768663927913,0.03598133474588394,0.006471584085375071,0.03230809999996609
c1090_h1_k10_btight,1090,1,10,tight,STRONG_A55,55,5,0.00043405118049122393,0.0015609512338414788,0.0015695466427132487,0.033024683594703674,0.005874853581190109,0.16310669999995753
c1090_h1_k10_btight,1090,1,10,tight,STRONG_A55,55,10,0.0003685148840304464,0.0013681650161743164,0.0013852970441803336,0.030629662796854973,0.005392622668296099,0.2978340999999318
c1090_h1_k10_btight,1090,1,10,tight,STRONG_A55,55,20,0.0003247504064347595,0.001179640763439238,0.0012062835739925504,0.028238752856850624,0.004890082404017448,0.6408818999998971
c1090_h1_k10_btight,1090,1,10,tight,STRONG_A55,55,50,0.0003110359830316156,0.0010609121527522802,0.0010943416273221374,0.026704056188464165,0.00454765884205699,1.4224208999999064
c1090_h1_k10_btight,1090,1,10,tight,STRONG_A56,56,0,0.000393015390727669,0.001996491104364395,0.002001509303227067,0.03645368665456772,0.008102956227958202,0.0
c1090_h1_k10_btight,1090,1,10,tight,STRONG_A56,56,1,0.0003897965361829847,0.001972259022295475,0.0019774555694311857,0.03619755804538727,0.008033410646021366,0.023635300000023562
c1090_h1_k10_btight,1090,1,10,tight,STRONG_A56,56,5,0.00038139239768497646,0.001899133319966495,0.0019049166003242135,0.03541962802410126,0.00781948771327734,0.12277680000005375
c1090_h1_k10_btight,1090,1,10,tight,STRONG_A56,56,10,0.000376099138520658,0.0018438049592077732,0.001850098604336381,0.03482263535261154,0.00765262171626091,0.24649879999998348
c1090_h1_k10_btight,1090,1,10,tight,STRONG_A56,56,20,0.0003706716524902731,0.001792516908608377,0.0017993932124227285,0.03426704183220863,0.007491185329854488,0.4823955999999612
c1090_h1_k10_btight,1090,1,10,tight,STRONG_A56,56,50,0.0003592908033169806,0.0017614485695958138,0.0017690395470708609,0.03395530581474304,0.007376499008387327,1.2230787000000305
c1090_h1_k20_btight,1090,1,20,tight,PT_A57,57,0,0.0007789931260049343,0.00186055654194206,0.001910840510390699,0.03654975816607475,0.006984870880842209,0.0
c1090_h1_k20_btight,1090,1,20,tight,PT_A57,57,1,0.0007598616066388786,0.0018104074988514185,0.0018592646811157465,0.03600163012742996,0.00684202928096056,0.023771000000010645
c1090_h1_k20_btight,1090,1,20,tight,PT_A57,57,5,0.0007048061233945191,0.0016521383076906204,0.001696358434855938,0.03422243520617485,0.006379622500389814,0.12242999999995163
c1090_h1_k20_btight,1090,1,20,tight,PT_A57,57,10,0.0006657646154053509,0.0015206888783723116,0.0015609050169587135,0.03269340842962265,0.005983838811516762,0.24043639999990774
c1090_h1_k20_btight,1090,1,20,tight,PT_A57,57,20,0.0006282767280936241,0.0013747545890510082,0.0014104630099609494,0.030931975692510605,0.0055246856063604355,0.48128019999995786
c1090_h1_k20_btight,1090,1,20,tight,PT_A57,57,50,0.0005771397845819592,0.0012244760291650891,0.0012563943164423108,0.029041390866041183,0.005030814558267593,1.2397197999998752
c1090_h1_k20_btight,1090,1,20,tight,C1_A57,57,0,0.011316989548504353,0.006772472057491541,0.006837903987616301,0.07401186227798462,0.019694970920681953,0.0
c1090_h1_k20_btight,1090,1,20,tight,C1_A57,57,1,0.006439550314098597,0.0035781431943178177,0.0035896925255656242,0.05087124556303024,0.01283206045627594,0.04035559999999805
c1090_h1_k20_btight,1090,1,20,tight,C1_A57,57,5,0.0012206861283630133,0.0015636652242392302,0.001495613600127399,0.030723031610250473,0.006549253594130278,0.13699700000000803
c1090_h1_k20_btight,1090,1,20,tight,C1_A57,57,10,0.000755402201320976,0.002110591856762767,0.0020243823528289795,0.03538535162806511,0.008860066533088684,0.26110820000002377
c1090_h1_k20_btight,1090,1,20,tight,C1_A57,57,20,0.0007273913361132145,0.002350125228986144,0.002260365756228566,0.03777311369776726,0.009666851721704006,0.5459124000001907
c1090_h1_k20_btight,1090,1,20,tight,C1_A57,57,50,0.000710745167452842,0.002364074345678091,0.002276176121085882,0.03792179748415947,0.009731126949191093,1.2975869000001126
c1090_h1_k20_btight,1090,1,20,tight,STRONG_A55,55,0,0.0010319584980607033,0.0018922233721241355,0.0018947651842609048,0.03699932619929314,0.0066920556128025055,0.0
c1090_h1_k20_btight,1090,1,20,tight,STRONG_A55,55,1,0.0009394045337103307,0.0017618341371417046,0.0017687806393951178,0.03549160063266754,0.006388169247657061,0.02607940000001463
c1090_h1_k20_btight,1090,1,20,tight,STRONG_A55,55,5,0.0006812752690166235,0.0013794867554679513,0.0014010907616466284,0.03083684667944908,0.005442638415843248,0.12207649999999148
c1090_h1_k20_btight,1090,1,20,tight,STRONG_A55,55,10,0.0005150463548488915,0.0011046313447877765,0.001139333937317133,0.0273171067237854,0.004695977549999952,0.2556767000000377
c1090_h1_k20_btight,1090,1,20,tight,STRONG_A55,55,20,0.00039709825068712234,0.0008642940083518624,0.0009141585323959589,0.024084873497486115,0.003984538838267326,0.5049958000000174
c1090_h1_k20_btight,1090,1,20,tight,STRONG_A55,55,50,0.0003528738743625581,0.0007287237676791847,0.0007905414095148444,0.022321345284581184,0.003533376846462488,1.2597537999997712
c1090_h1_k20_btight,1090,1,20,tight,STRONG_A56,56,0,0.0006415659445337951,0.002000811044126749,0.00202603405341506,0.036710742861032486,0.008178911171853542,0.0
c1090_h1_k20_btight,1090,1,20,tight,STRONG_A56,56,1,0.0006214137538336217,0.0019356523407623172,0.001961007248610258,0.03601263463497162,0.007991176098585129,0.02418510000001106
c1090_h1_k20_btight,1090,1,20,tight,STRONG_A56,56,5,0.0005700794281437993,0.0017445699777454138,0.001770545495674014,0.03389918804168701,0.007423518691211939,0.1335177999999928
